review_text,sentiment
I ordered this and washed it before hand because the material isn't very comfortable. It's much like the material of a normal hospital given gown. I ordered the matching baby gown. Once at the hospital I noticed the baby gown was unstitched in 2 places. Luckily I brought a back up outfit. After labor my gown wasn't super comfortable or easy to breastfeed in so I ended up changing into a gown anyway.,neutral
Not Bright and quit working after a year in not a highly used place.,negative
"Key is hard to insert and remove, once the lock is on, its hard to turn the key to lock and unlock. The build feels good, and the silicon on the inside protects your paint, hopefully with use the mechanism will get smoother.",neutral
"These are the best, almost makes the original screen better somehow. Only screen protectors I use now.",positive
I did not receive this order.,negative
"We used this for a birthday party. Made with a durable card stock, I actually put these up and intend to use them again next year. If we have more children in the future I will use it for the gender reveal party.",positive
It’s chain is weaker than I expected,neutral
This was a gift for a unknown child.,neutral
Husband was very happy,positive
So does it work.. I feel like more pressure could be applied if it was air tight but seems alot of the pressure is exhausted from the housing. Maybe this is by design but it did work after some pumping.,neutral
Product picture advertising is misleading. The product is tiny! My slim 8months old can only fit her butt on it. The rest of her has to lie bare in whatever surface the mat is placed on. Not suitable for travel in my opinion.,negative
Wore very easily already have been through entire box made from cheap steel,neutral
Very nice practice hand. Took a little while to receive but I am impressed with the quality.,positive
"Package was clearly opened, plastic was chewed open then poorly taped back. While the tool appears to be OK, it’s disappointing to pay full price for a used item",neutral
This does not work for an iPhone 8.,negative
Cute idea but 2 of the magnets were broken when we opened the package.,neutral
Nicely made pretty colors,positive
"One dropper came broken. I didn't bother trying to send it back since I needed these right away. They work okay. They seem to have a pretty good seal when you close them. They however only will suck up half way and it seems like when the liquid is an oil, it drips a bit. Otherwise these are a good product.",neutral
I wore this every day for at lest a year and it did not help me.,negative
"This is an absolute piece of shit! The magnetic doesn’t even hold my phone. So mad I should never of bought this, waste of money",negative
